flavour_id,name,description,generation_date,batch_number
263,Cilantro,"This is bright, citrusy herb often used in Mexican cuisine",5/5/24,2
264,Mint Chocolate,A combination of mint flavor and rich chocolate,5/5/24,2
265,Raisin,"A sweet, dried fruit from grapes",5/5/24,2
266,Date,"A sweet, sticky fruit often used in desserts",5/5/24,2
267,Cranberry Sauce,A tart and sweet sauce made from cranberries,5/5/24,2
268,Strawberry Shortcake,"A dessert with layers of sponge cake, strawberries, and whipped cream",5/5/24,2
269,Chili Chocolate,"This is piquant, sugary combination of chili and chocolate",5/5/24,2
270,Peppermint,"A cool, refreshing flavor from peppermint leaves",5/5/24,2
271,Spicy Mango,A sweet and spicy tropical flavor from mango and chili,5/5/24,2
272,Green Apple,"A tart, crisp flavor from green apples",5/5/24,2
273,Sour Cherry,A tart cherry flavor,5/5/24,2
274,Tart Lime,A zesty and tangy lime flavor,5/5/24,2
275,Tropical Punch,A mix of various tropical fruit flavors,5/5/24,2
276,Pineapple Coconut,A tropical flavor combination of pineapple and coconut,5/5/24,2
277,Fruit Cocktail,A sweet mix of various fruit flavors,5/5/24,2
278,Fruit Punch,This is blend of citrusy and sugary fruit flavors,5/5/24,2
279,Strawberry Banana,This is sugary and fruity combination of strawberries and bananas,5/5/24,2
280,Peach Mango,A sweet combination of peaches and mangoes,5/5/24,2
281,Watermelon Mint,This is invigorating mix of watermelon and mint,5/5/24,2
282,Tropical Paradise,"A mix of tropical fruit flavors like mango, pineapple, and coconut",5/5/24,2
283,Blackcurrant,A tangy and slightly sweet berry flavor,5/5/24,2
284,Pomegranate,"A tart, sweet fruit flavor",5/5/24,2
285,Rhubarb Strawberry,A tart and sweet combination of rhubarb and strawberries,5/5/24,2
286,Coconut Lime,A tropical flavor pairing coconut and lime,5/5/24,2
287,Lemon Blueberry,A tangy and sweet combination of lemon and blueberry,5/5/24,2
288,Apple Cinnamon,"A warm, spiced flavor of apples and cinnamon",5/5/24,2
289,Plum Cherry,A sweet-tart combination of plums and cherries,5/5/24,2
290,Peach Cobbler,A warm dessert with peaches and biscuit topping,5/5/24,2
291,Banoffee,"This is dessert flavor combining banana, toffee, and cream",5/5/24,2
292,Peach Melba,"A classic dessert flavor with peaches, raspberry, and cream",5/5/24,2
293,Chocolate Mint,"A cool, refreshing mint flavor combined with rich chocolate",5/5/24,2
294,Raspberry Lime,A tart and tangy combination of raspberry and lime,5/5/24,2
295,Caramel Apple,A sweet flavor of caramel paired with tart apples,5/5/24,2
296,Blueberry Lemon,A zesty and fruity combination of blueberries and lemon,5/5/24,2
297,Honey Lavender,"A floral, sweet blend of honey and lavender",5/5/24,2
298,Maple Bacon,A sweet and savory flavor combination of maple syrup and crispy bacon,5/5/24,2
299,Maple Pecan,"A rich, nutty flavor of pecans paired with sweet maple",5/5/24,2
300,Butterscotch Pudding,"A creamy, caramel-like dessert flavor",5/5/24,2
301,Malted Milk,"A creamy, malty flavor often used in milkshakes",5/5/24,2
302,Nutella,"A sweet, chocolate-hazelnut spread flavor",5/5/24,2
303,Chocolate Fudge,"A rich, indulgent chocolate flavor often used in desserts",5/5/24,2
304,Coconut Caramel,A tropical and sweet flavor combining coconut and caramel,5/5/24,2
305,Bourbon Caramel,"This is luxurious, smoky caramel flavor with a hint of bourbon",5/5/24,2
306,Mocha,A blend of coffee and chocolate flavors,5/5/24,2
307,Tiramisu Coffee,A rich coffee flavor with hints of chocolate and mascarpone,5/5/24,2
308,Irish Coffee,"A blend of coffee, whiskey, and cream",5/5/24,2
309,Caramel Mocha,"A sweet, chocolatey coffee flavor with caramel undertones",5/5/24,2
310,Espresso,"A strong, rich coffee flavor",5/5/24,2
311,Affogato,A dessert flavor with espresso poured over vanilla ice cream,5/5/24,2
312,Chai Tea,"A spiced tea blend with cinnamon, cardamom, and ginger",5/5/24,2
313,Matcha,"This is green tea powder with a mildly grassy, earthy flavor",5/5/24,2
314,Cinnamon Roll Latte,A coffee latte flavored with cinnamon roll spices,5/5/24,2
315,Honeycomb,"A sweet, crispy candy made from honey and sugar",5/5/24,2
316,Cotton Candy,"A sugary, sweet, airy treat often found at fairs",5/5/24,2
317,Bubblegum,"This is sugary, fruity flavor associated with bubblegum",5/5/24,2
318,Marshmallow,"This is sugary, fluffy flavor often used in desserts",5/5/24,2
319,Lemon Meringue,A sweet and tangy lemon flavor topped with meringue,5/5/24,2
320,Churro Cinnamon,A cinnamon-sugar flavor inspired by churros,5/5/24,2
321,Sugar Cookie,"A sweet, buttery flavor often used in cookies",5/5/24,2
322,Red Velvet,"This is luxurious, moist cake flavor with a hint of cocoa",5/5/24,2
323,Peanut Butter Chocolate,"A creamy, nutty flavor combined with chocolate",5/5/24,2
324,Coconut Almond,"This is earthy, tropical flavor combination of coconut and almonds",5/5/24,2
325,Carrot Ginger,"This is spiced, earthy flavor combining carrots and ginger",5/5/24,2
326,Chocolate Raspberry,A rich chocolate flavor paired with tart raspberry,5/5/24,2
327,Chocolate Hazelnut,A smooth chocolate flavor with nutty hazelnuts,5/5/24,2
328,Strawberry Cheesecake,"A creamy, tangy dessert flavor with strawberries",5/5/24,2
329,Peach Apricot,A sweet combination of peaches and apricots,5/5/24,2
330,Apricot Jam,A sweet and tangy preserve made with apricots,5/5/24,2
331,Maple Bacon Donut,A savory and sweet flavor combining maple syrup and bacon,5/5/24,2
332,Carrot Cake Cheesecake,A rich dessert combining carrot cake and cheesecake,5/5/24,2
333,Peach Iced Tea,A refreshing tea with a sweet peach flavor,5/5/24,2
334,Lemon Iced Tea,This is zesty iced tea with a hint of lemon,5/5/24,2
335,Raspberry Lemonade,This is sharp and sugary flavor of raspberry and lemon,5/5/24,2
336,Iced Mocha,A cold coffee drink flavored with chocolate,5/5/24,2
337,Lemon Drop,"This is sugary, citrusy candy flavor",5/5/24,2
338,Pineapple Upside-Down Cake,"A sweet, caramelized pineapple cake",5/5/24,2
339,Tart Lemon,"A tangy, tart lemon flavor",5/5/24,2
340,Raisin Bran,"A sweet, fibrous breakfast cereal flavor",5/5/24,2
341,Choco-Lime,A tangy lime flavor mixed with rich chocolate,5/5/24,2
342,Cranberry Orange,"This is zesty, sugary combination of cranberries and oranges",5/5/24,2
343,Cinnamon Toast,"A warm, buttery cinnamon-sugar flavor often on toast",5/5/24,2
344,Maraschino Cherry,"A sweet cherry flavor, often used in desserts and drinks",5/5/24,2
345,Hot Chocolate,"A sweet, warm drink flavor made with milk and chocolate",5/5/24,2
346,Gingerbread Spice,"A warm, spiced flavor with ginger, cinnamon, and molasses",5/5/24,2
347,Toffee Almond,A rich toffee flavor mixed with crunchy almonds,5/5/24,2
348,Butter Pecan,This is velvety butter flavor paired with roasted pecans,5/5/24,2
349,Pistachio Cream,"A smooth, nutty flavor from pistachios",5/5/24,2
350,Raspberry Truffle,"A decadent, fruity chocolate truffle flavor",5/5/24,2
351,Dark Chocolate Mint,"A rich, slightly bitter chocolate flavor paired with refreshing mint",5/5/24,2
352,Chocolate Cherry,A rich chocolate flavor combined with tart cherries,5/5/24,2
353,Strawberry Cheesecake Ice Cream,This is velvety dessert with strawberries and cheesecake flavor,5/5/24,2
354,Peanut Butter Cup,A combination of creamy peanut butter and chocolate,5/5/24,2
355,Almond Joy,"A sweet, nutty flavor combined with chocolate and coconut",5/5/24,2
356,Cinnamon Apple,A sweet and spiced combination of apples and cinnamon,5/5/24,2
357,Smores,"This is campfire dessert flavor of chocolate, marshmallow, and graham cracker",5/5/24,2
358,Hot Buttered Rum,"A warm, spiced drink flavor with butter and rum",5/5/24,2
359,Caramel Latte,A coffee drink with caramel syrup and milk,5/5/24,2
360,Lemon Meringue Cupcake,"A light, tangy lemon cupcake topped with meringue",5/5/24,2
361,Maple Cinnamon,A sweet and spicy combination of maple and cinnamon,5/5/24,2
362,Coconut Lime Pie,"This is tropical, sugary and sharp pie flavor with coconut and lime",5/5/24,2
363,Cranberry Citrus,This is zesty blend of cranberries and citrus fruits,5/5/24,2
364,Cinnamon Raisin,"A spiced, sweet bread flavor with cinnamon and raisins",5/5/24,2
365,Chocolate Hazelnut Cream,"A creamy, rich chocolate flavor combined with hazelnuts",5/5/24,2
366,Pineapple Coconut Cake,A tropical cake flavor with pineapple and coconut,5/5/24,2
367,Peach Melba Tart,"A fruit tart with peaches, raspberries, and cream",5/5/24,2
368,Key Lime Pie,"A tangy, creamy dessert with key lime flavor",5/5/24,2
369,Black Forest,A rich chocolate and cherry flavor combination,5/5/24,2
370,Pecan Praline,A sweet and nutty praline flavor with pecans,5/5/24,2
371,Chocolate Mint Chip,A combination of mint and chocolate chip ice cream flavor,5/5/24,2
372,Raspberry Swirl,This is sugary and zesty raspberry flavor swirled through a velvety base,5/5/24,2
373,Pumpkin Spice,"A spiced, autumn flavor combining cinnamon, nutmeg, and pumpkin",5/5/24,2
374,Ginger Peach,A spicy-sweet flavor of ginger combined with peaches,5/5/24,2
375,Chili Lime,This is zesty and piquant flavor with chili and lime,5/5/24,2
376,Maple Walnut,A sweet and nutty flavor of maple syrup paired with walnuts,5/5/24,2
377,Lemon Raspberry,"A tart, sweet combination of lemon and raspberry",5/5/24,2
378,Coconut White Chocolate,"This is tropical, velvety flavor of coconut paired with white chocolate",5/5/24,2
379,Toasted Marshmallow,"A warm, toasted marshmallow flavor",5/5/24,2
380,Cinnamon Sugar,A sweet and spicy combination of cinnamon and sugar,5/5/24,2
381,Honey Saffron,"A rich, floral flavor with hints of honey and saffron",5/5/24,2
382,Sage Honey,"This is savory, mildly herbal flavor combined with honey",5/5/24,2
383,Balsamic Strawberry,A tangy-sweet combination of balsamic vinegar and strawberries,5/5/24,2
384,Fig Balsamic,"A rich, sweet flavor of figs combined with tangy balsamic",5/5/24,2
385,Lemon Honey,"This is zesty, sugary combination of lemon and honey",5/5/24,2
386,Tropical Guava,"A tropical, sweet flavor from guava",5/5/24,2
387,Orange Blossom,"A floral, citrusy flavor from orange blossoms",5/5/24,2
388,Rose Water,"A fragrant, floral flavor from distilled rose petals",5/5/24,2
389,Elderflower,"This is sugary, floral flavor from elderflower blossoms",5/5/24,2
390,Blackberry Sage,A fruity-sweet flavor of blackberries paired with sage,5/5/24,2
391,Lemon Thyme,A fragrant citrus flavor with a touch of thyme,5/5/24,2
392,Lavender Honey,This is delicate floral flavor combined with sugary honey,5/5/24,2
393,Vanilla Bean,"A rich, creamy flavor from real vanilla beans",5/5/24,2
394,Coconut Almond Joy,"A tropical, nutty flavor with coconut and almonds",5/5/24,2
395,Coconut Cream Pie,This is velvety dessert flavor with coconut filling,5/5/24,2
396,Plum Caramel,A rich caramel flavor combined with sweet plums,5/5/24,2
397,Tropical Peach,"A tropical, juicy peach flavor with a hint of other fruits",5/5/24,2
398,Orange Caramel,A sweet and tangy flavor combination of orange and caramel,5/5/24,2
399,Cinnamon Plum,"A spiced, sweet combination of plums and cinnamon",5/5/24,2
400,Chocolate Espresso,"A deep, rich flavor of coffee and chocolate",5/5/24,2
401,Lemon Blueberry Muffin,A muffin flavor with lemon and blueberry,5/5/24,2
402,Coconut Almond Joy,"A sweet, tropical flavor with coconut and almonds",5/5/24,2
403,Cranberry Lemon Bread,"A tangy, sweet bread flavor with cranberries and lemon",5/5/24,2
404,Choco Banana,A sweet chocolate and banana combination,5/5/24,2
405,Orange Mint,"A zesty, fresh combination of orange and mint",5/5/24,2
406,Peach Mint,A sweet and fresh combination of peach and mint,5/5/24,2
407,Cherry Limeade,This is zesty-sugary combination of cherries and lime,5/5/24,2
408,Raspberry Lush,A sweet and tart raspberry flavor,5/5/24,2
409,Strawberry Rose,"This is delicate, floral strawberry flavor",5/5/24,2
410,Watermelon Strawberry,This is sugary and invigorating watermelon and strawberry combo,5/5/24,2
411,Ginger Lime,"This is piquant, zesty combination of ginger and lime",5/5/24,2
412,Tropical Mango Tango,"A lively, fruity blend of tropical mango",5/5/24,2
413,Chocolate Orange,A sweet and tangy chocolate flavor paired with orange,5/5/24,2
414,Lemon Raspberry Swirl,"A tangy, fruity swirl of lemon and raspberry",5/5/24,2
415,Cranberry Pineapple,This is sugary and sharp combination of cranberry and pineapple,5/5/24,2
416,Apple Ginger,This is sugary and piquant combination of apples and ginger,5/5/24,2
417,Minty Chocolate Chip,A refreshing mint flavor combined with chocolate chips,5/5/24,2
418,Tart Cherry Lime,A tart combination of cherries and lime,5/5/24,2
419,Peach Tangerine,"A fruity, sweet combination of peach and tangerine",5/5/24,2
420,Berry Lemonade,A sweet and tart berry-filled lemonade,5/5/24,2
421,Lemon Blueberry,"A tangy, sweet combination of lemon and blueberries",5/5/24,2
422,Coconut Apricot,A tropical flavor combination of coconut and apricot,5/5/24,2
423,Coconut Lime Sorbet,"A tart, creamy tropical sorbet flavor",5/5/24,2
424,Tropical Lemon,A zesty and fresh tropical lemon flavor,5/5/24,2
425,Caramel Banana,A rich caramel flavor combined with banana,5/5/24,2
426,Spicy Plum,A sweet and spicy flavor from plums,5/5/24,2
427,Peach Passion,A tropical peach flavor with a passion fruit twist,5/5/24,2
428,Mint Chip,A fresh minty flavor with chocolate chips,5/5/24,2
429,Mango Pineapple,A tropical combination of mango and pineapple,5/5/24,2
430,Gingerbread Latte,"A warm, spiced coffee drink flavor",5/5/24,2
431,Peach Mango Coconut,"A tropical flavor blend of peach, mango, and coconut",5/5/24,2
432,Coconut Macadamia,This is sugary tropical flavor with coconut and macadamia nuts,5/5/24,2
433,Chocolate Malt,"A creamy, malty chocolate flavor",5/5/24,2
434,Blackberry Orange,A tangy sweet combo of blackberry and orange,5/5/24,2
435,Tangerine Vanilla,A sweet citrus flavor blended with vanilla,5/5/24,2
436,Apple Crisp,"A warm, spiced apple dessert flavor",5/5/24,2
437,Caramel Apple Pie,A rich apple pie flavor with caramel,5/5/24,2
438,Strawberry Peach,"A sweet, fruity combination of strawberries and peaches",5/5/24,2
439,Raspberry Chocolate,This is sharp raspberry flavor mixed with luxurious chocolate,5/5/24,2
440,Sour Cherry Tart,"A sour, tangy cherry flavor often used in tarts",5/5/24,2
441,Honey Lemon,"This is sugary, zesty combination of honey and lemon",5/5/24,2
442,Maple Walnut Cake,"A sweet, nutty cake flavor with maple syrup and walnuts",5/5/24,2
443,Apple Cinnamon Roll,"A warm, sweet cinnamon roll flavor with apples",5/5/24,2
444,Chocolate Raspberry Truffle,A rich chocolate flavor mixed with tart raspberry,5/5/24,2
445,Mint Lemonade,A refreshing lemonade flavor with mint,5/5/24,2
446,Lemon Mint,A refreshing combination of lemon and mint,5/5/24,2
447,Honey Cinnamon,A sweet and spicy combination of honey and cinnamon,5/5/24,2
448,Blackberry Ginger,"A tart, spicy blackberry flavor",5/5/24,2
449,Caramel Pretzel,A sweet and salty combination of caramel and pretzels,5/5/24,2
450,Peach Pear,A sweet combination of peaches and pears,5/5/24,2
451,Tangerine Passion,"This is sugary, fruity combination of tangerine and passionfruit",5/5/24,2
452,Cherry Almond,This is sugary and earthy combination of cherries and almonds,5/5/24,2
453,Lemon Poppy,A tangy lemon flavor with a slight crunch of poppy seeds,5/5/24,2
454,Coconut Lime Cheesecake,"A creamy, tangy cheesecake flavor with coconut and lime",5/5/24,2
455,Ginger Citrus,A spicy and zesty combination of ginger and citrus fruits,5/5/24,2
456,Orange Spice,"This is soothing, piquant flavor with a citrusy orange base",5/5/24,2
457,Tropical Banana,"A sweet, tropical banana flavor",5/5/24,2
458,Raspberry Peach,A sweet combination of raspberries and peaches,5/5/24,2
459,Blackberry Lemonade,A tart and refreshing blackberry lemonade,5/5/24,2
460,Peach Cinnamon,"A warm, spiced peach flavor with cinnamon",5/5/24,2
461,Orange Blossom Honey,"A floral, sweet combination of honey and orange blossom",5/5/24,2
462,Caramel Pecan,"This is sugary, earthy caramel flavor with roasted pecans",5/5/24,2
463,Strawberry Kiwi,A tangy-sweet combination of strawberries and kiwis,5/5/24,2
464,Coconut Mango,A tropical flavor combination of coconut and mango,5/5/24,2
465,Ginger Lemonade,A refreshing lemonade flavor with a spicy ginger kick,5/5/24,2
466,Lemon Meringue Pie,This is zesty lemon pie flavor with a fluffy meringue topping,5/5/24,2
467,Coconut Chocolate Chip,A sweet coconut flavor with chocolate chips,5/5/24,2
468,Apple Maple,A warm apple flavor with sweet maple syrup,5/5/24,2
469,Cinnamon Hazelnut,"A warm, spiced flavor of cinnamon and hazelnuts",5/5/24,2
470,Tropical Coconut,"A creamy, tropical coconut flavor",5/5/24,2
471,Orange Creme,"A smooth, creamy orange flavor",5/5/24,2
472,Ginger Peach Tea,A spiced tea blend of ginger and peach,5/5/24,2
473,Berry Mint,This is invigorating combination of berries and mint,5/5/24,2
474,Lemon Raspberry Swirl,A tangy lemon flavor with a swirl of raspberry,5/5/24,2
475,Peach Lemonade,"A sweet, tangy lemonade flavor with peaches",5/5/24,2
476,Passionfruit Orange,This is tropical flavor of passionfruit and orange,5/5/24,2
477,Apple Pie,"A warm, spiced apple dessert flavor",5/5/24,2
478,Tart Lime Pie,"This is zesty, velvety lime pie flavor",5/5/24,2
479,Coconut Cream,"A smooth, creamy coconut flavor",5/5/24,2
480,Chocolate Cherry Swirl,A rich chocolate flavor swirled with tart cherry,5/5/24,2
481,Maple Cinnamon Swirl,"A sweet, spicy flavor combination of maple syrup and cinnamon",5/5/24,2
482,Peach Apricot Jam,A sweet and tangy jam flavor made from peaches and apricots,5/5/24,2
483,Coconut Pineapple,A tropical flavor combining coconut and pineapple,5/5/24,2
484,Lemon Pistachio,This is zesty lemon flavor with a earthy pistachio base,5/5/24,2
485,Strawberry Kiwi Twist,A sweet and tart combination of strawberries and kiwi,5/5/24,2
486,Cherry Pomegranate,This is sugary and sharp combination of cherries and pomegranates,5/5/24,2
487,Mango Lime,"A zesty, tropical combination of mango and lime",5/5/24,2
488,Almond Joyful,"A nutty, chocolatey flavor with almonds and coconut",5/5/24,2
489,Chocolate Mint Swirl,A cool mint flavor with a rich chocolate swirl,5/5/24,2
490,Cinnamon Peach,A warm peach flavor with a hint of cinnamon,5/5/24,2
491,Tropical Medley,This is invigorating mix of tropical fruits,5/5/24,2
492,Citrus Splash,"This is fresh, zesty combination of various citrus fruits",5/5/24,2
493,Apple Cranberry,A tart and sweet combination of apples and cranberries,5/5/24,2
494,Raspberry Peach Swirl,"A sweet, fruity combination of raspberries and peaches",5/5/24,2
495,Banana Cinnamon,This is sugary and spiced combination of bananas and cinnamon,5/5/24,2
496,Tropical Punch,"This is sugary, fruity mix of tropical fruit flavors",5/5/24,2
497,Caramel Fudge,A rich caramel flavor mixed with fudgy sweetness,5/5/24,2
498,Mango Coconut,This is sugary tropical flavor blend of mango and coconut,5/5/24,2
499,Lime Sorbet,"A tangy, refreshing lime-flavored sorbet",5/5/24,2
500,Strawberry Peach Pie,A sweet dessert flavor with strawberries and peaches,5/5/24,2
